,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_neurons_hidden_3,param_neurons_hidden_2,param_neurons_hidden_1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
24,0.8024977207183838,0.03403397756575991,0.2751916885375977,0.032099981365104516,128,263,163,"{'neurons_hidden_3': 128, 'neurons_hidden_2': 263, 'neurons_hidden_1': 163}",-1793.4075342465753,-337.9860723632188,-365.4313411986606,-363.7091058631425,-356.0521705325856,-643.3172448408366,575.1273438839186,196
25,0.816870927810669,0.032228163286627046,0.26107234954833985,0.03284521713677728,251,205,53,"{'neurons_hidden_3': 251, 'neurons_hidden_2': 205, 'neurons_hidden_1': 53}",-1793.4075342465753,-423.30111425068367,-446.39960663869476,-397.5758381040511,-432.60044783149647,-698.6569082143002,547.6074038133081,247
26,0.8182441234588623,0.04733324997818766,0.25781903266906736,0.025064096238036467,217,248,184,"{'neurons_hidden_3': 217, 'neurons_hidden_2': 248, 'neurons_hidden_1': 184}",-407.0967586661428,-427.8747632227618,-292.34394163578065,-360.75264662985404,-324.6983491624255,-362.55329186339293,50.23267248493683,35
27,0.814271068572998,0.0340156494259655,0.26662616729736327,0.03068990411744095,79,108,266,"{'neurons_hidden_3': 79, 'neurons_hidden_2': 108, 'neurons_hidden_1': 266}",-459.3938848568171,-392.720218744535,-393.93741488715165,-390.6585040634459,-383.8800134735323,-404.1180072050964,27.855740187626786,91
28,0.8174214363098145,0.023859133223355432,0.29605579376220703,0.03885156501263425,280,181,293,"{'neurons_hidden_3': 280, 'neurons_hidden_2': 181, 'neurons_hidden_1': 293}",-375.1875077760278,-1754.8458904109589,-301.4489975115104,-350.67994186386557,-346.9682242543801,-625.8261123633486,565.0120386103081,179
29,0.8014677047729493,0.0412394344241085,0.26793670654296875,0.020546464418830564,217,72,130,"{'neurons_hidden_3': 217, 'neurons_hidden_2': 72, 'neurons_hidden_1': 130}",-443.01222050197833,-390.5202113993387,-393.91302469642136,-392.22646517730243,-383.42865672894527,-400.62011570079727,21.494572881568764,81
30,0.8301663875579834,0.04493984026198559,0.2913081645965576,0.03637670345406231,261,138,287,"{'neurons_hidden_3': 261, 'neurons_hidden_2': 138, 'neurons_hidden_1': 287}",-383.0196604345965,-345.1478526514534,-315.6343285028495,-385.0292794098181,-339.7641520183528,-353.71905460341407,26.67398301985196,23
31,0.8156282901763916,0.03038866496388083,0.27576117515563964,0.032151103798972874,199,117,86,"{'neurons_hidden_3': 199, 'neurons_hidden_2': 117, 'neurons_hidden_1': 86}",-454.1929009474526,-392.1066325543718,-404.6467605864626,-401.9282045533713,-377.6597928808563,-406.1068583045029,25.834482312790836,95
32,0.7770672798156738,0.011050808523946453,0.2718957901000977,0.01655580714041502,85,48,30,"{'neurons_hidden_3': 85, 'neurons_hidden_2': 48, 'neurons_hidden_1': 30}",-519.5378787976493,-593.1101703284047,-741.1507713872969,-426.5077277197844,-1695.11301369863,-795.0839123863531,461.63374658222966,273
33,0.8175080776214599,0.02209032879350009,0.27180113792419436,0.02171923131606354,281,295,116,"{'neurons_hidden_3': 281, 'neurons_hidden_2': 295, 'neurons_hidden_1': 116}",-354.65016161829817,-333.5494953112555,-289.1088903669605,-350.5141237620099,-314.0368477680313,-328.37190376531106,24.309299652401034,1
34,0.7797815322875976,0.027116784075605308,0.25777420997619627,0.014158097629061468,54,175,87,"{'neurons_hidden_3': 54, 'neurons_hidden_2': 175, 'neurons_hidden_1': 87}",-432.8017615183196,-393.7747017238163,-394.78611977098325,-408.91111311614065,-419.04366282459586,-409.8634717907711,14.815688281572069,107
35,0.7984911441802979,0.02533301879191413,0.25208272933959963,0.02031053226859182,250,46,235,"{'neurons_hidden_3': 250, 'neurons_hidden_2': 46, 'neurons_hidden_1': 235}",-431.39357325969024,-413.31082006610006,-403.26552755986734,-402.610167262538,-398.4775681676197,-409.81153126316315,11.842280914337586,106
